path,n_hops,pearson_r,max_abs_diff
fsLR -> Yerkes19 -> fsLR,2,0.9999696055652039,10750.73681640625
fsLR -> Yerkes19 -> D99 -> Yerkes19 -> fsLR,4,0.9867103076679707,103671.9716796875
fsLR -> Yerkes19 -> MEBRAINS -> Yerkes19 -> fsLR,4,0.7766539452044745,255200.796875
fsLR -> Yerkes19 -> NMT2Sym -> Yerkes19 -> fsLR,4,0.6334044615547857,238459.875
fsLR -> Yerkes19 -> CIVETNMT -> Yerkes19 -> fsLR,4,-0.06370513169097516,364521.03125
